,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
22826,c-6,c-12,c-1,1313,OO,ORD,AZO,122,N
22827,c-8,c-12,c-6,1933,US,CLT,EWR,529,N
22828,c-1,c-12,c-3,1301,AA,DFW,TPA,929,N
22829,c-4,c-4,c-2,1633,MQ,LIT,DFW,304,N
22830,c-9,c-5,c-2,1949,WN,BWI,BNA,588,N
22831,c-3,c-15,c-2,956,DL,SLC,SNA,588,N
22832,c-4,c-11,c-1,1839,DL,CLE,ATL,554,N
22833,c-2,c-2,c-3,1023,NW,DTW,BWI,408,N
22834,c-11,c-1,c-3,1839,US,RSW,CLT,600,N
22835,c-9,c-24,c-7,722,DL,ATL,FLL,581,N
22836,c-7,c-11,c-2,2036,WN,BUR,OAK,325,N
22837,c-10,c-30,c-7,1901,CO,IAH,BTR,253,N
22838,c-12,c-6,c-2,1235,AA,DFW,TUS,813,N
22839,c-9,c-3,c-6,820,AA,MIA,DTW,1145,N
22840,c-3,c-1,c-2,847,AA,DFW,FLL,1119,N
22841,c-11,c-26,c-6,1258,DL,SFO,SLC,599,N
22842,c-6,c-16,c-4,1357,NW,COS,MSP,725,N
22843,c-2,c-10,c-5,1848,OO,CID,ORD,196,N
22844,c-12,c-29,c-5,624,YV,SBP,PHX,509,N
22845,c-11,c-18,c-6,1807,CO,IAH,LAX,1379,Y
22846,c-5,c-3,c-2,908,CO,DCA,IAH,1208,Y
22847,c-5,c-11,c-3,805,OO,SLC,SEA,689,N
22848,c-6,c-29,c-3,1032,DH,IAD,DTW,383,N
22849,c-3,c-1,c-3,910,FL,ATL,SRQ,445,N
22850,c-9,c-29,c-4,1630,DL,ATL,EWR,745,Y
22851,c-9,c-17,c-6,1020,WN,AUS,DAL,189,N
22852,c-4,c-3,c-1,640,AA,ORD,DFW,802,Y
22853,c-4,c-14,c-4,755,AA,ORD,LGA,733,N
22854,c-2,c-18,c-5,910,DL,CVG,SFO,2036,N
22855,c-2,c-21,c-2,837,AA,LAS,ORD,1515,N
22856,c-1,c-9,c-7,1220,WN,PHL,RDU,336,N
22857,c-6,c-14,c-3,1640,WN,SAT,DAL,248,N
22858,c-9,c-3,c-7,2140,FL,ATL,LAX,1946,Y
22859,c-7,c-26,c-3,709,MQ,LGA,CLT,544,N
22860,c-2,c-6,c-1,1945,WN,PHX,ABQ,328,N
22861,c-5,c-4,c-3,1440,AS,JNU,SEA,909,Y
22862,c-11,c-18,c-6,1654,WN,SNA,SJC,342,N
22863,c-4,c-4,c-2,1242,US,CLT,BOS,728,N
22864,c-9,c-26,c-1,1658,AA,BOS,ORD,867,N
22865,c-7,c-5,c-2,1435,WN,SJC,LAX,308,N
22866,c-2,c-27,c-7,1534,AA,OMA,DFW,583,Y
22867,c-2,c-11,c-6,1857,WN,PHX,ABQ,328,N
22868,c-10,c-3,c-2,813,WN,CMH,MDW,284,N
22869,c-3,c-30,c-3,2308,OO,TYS,ORD,475,Y
22870,c-9,c-5,c-1,1020,NW,IND,FLL,1005,N
22871,c-2,c-5,c-6,600,OH,SCE,CVG,383,N
22872,c-11,c-9,c-3,1157,OO,LAX,BFL,109,Y
22873,c-6,c-7,c-2,1830,WN,SAN,SJC,417,N
22874,c-6,c-13,c-2,1415,WN,STL,DAL,546,N
22875,c-3,c-20,c-7,936,EV,ATL,SHV,552,N
22876,c-11,c-18,c-6,2127,OO,SLC,FCA,532,N
22877,c-4,c-2,c-6,1315,OO,SLC,ABQ,493,N
22878,c-12,c-15,c-4,858,NW,SEA,DTW,1927,N
22879,c-12,c-11,c-1,1212,US,LAS,SNA,226,N
22880,c-8,c-27,c-7,829,OO,DEN,BZN,525,N
22881,c-4,c-21,c-4,1240,OH,CVG,IAD,388,N
22882,c-3,c-17,c-4,1305,WN,ABQ,LAS,487,N
22883,c-10,c-31,c-1,1348,US,PHL,RIC,198,N
22884,c-7,c-5,c-3,1842,US,DFW,CLT,936,Y
22885,c-3,c-13,c-1,1445,WN,LAX,SMF,373,Y
22886,c-8,c-21,c-7,1245,UA,LAX,DEN,862,N
22887,c-3,c-11,c-6,2110,US,DCA,BOS,399,N
22888,c-2,c-13,c-1,1914,OO,DEN,FAR,627,N
22889,c-7,c-10,c-1,1144,WN,PDX,SJC,569,Y
22890,c-2,c-7,c-2,1658,OH,ALB,CVG,623,N
22891,c-5,c-6,c-6,909,FL,ATL,DTW,594,N
22892,c-12,c-30,c-5,2017,HP,SAN,LAS,258,N
22893,c-12,c-15,c-5,707,MQ,DFW,PNS,604,N
22894,c-1,c-23,c-7,1020,WN,ELP,LAX,714,N
22895,c-1,c-4,c-3,1129,UA,LAX,IAD,2288,Y
22896,c-7,c-24,c-7,1215,US,MCO,PHL,861,N
22897,c-7,c-15,c-6,1626,WN,OMA,MDW,423,N
22898,c-5,c-29,c-1,950,YV,CLT,DFW,936,N
22899,c-7,c-20,c-3,1132,B6,BUF,JFK,301,N
22900,c-5,c-20,c-6,700,NW,MSP,LGA,1020,N
22901,c-11,c-13,c-7,1620,WN,BWI,RDU,255,N
22902,c-8,c-20,c-7,947,MQ,MEM,DFW,432,N
22903,c-3,c-27,c-1,1226,OH,CAE,CVG,404,N
22904,c-7,c-20,c-3,1321,OO,CPR,DEN,230,Y
22905,c-8,c-9,c-2,700,OH,OKC,CVG,756,N
22906,c-7,c-27,c-3,1748,MQ,SJT,DFW,228,N
22907,c-5,c-6,c-6,1104,US,MIA,CLT,650,N
22908,c-10,c-3,c-2,1722,US,CLT,PHL,448,N
22909,c-3,c-15,c-2,1137,AA,ORD,DFW,802,N
22910,c-6,c-19,c-7,1631,AA,MIA,ORD,1197,Y
22911,c-11,c-10,c-4,1652,OH,CVG,MKE,318,Y
22912,c-4,c-15,c-5,730,FL,DEN,ATL,1199,N
22913,c-8,c-2,c-2,1130,HP,SFO,LAS,414,N
22914,c-11,c-21,c-1,634,F9,CAK,DEN,1224,N
22915,c-6,c-15,c-4,600,OH,CLT,CVG,335,N
22916,c-1,c-31,c-2,613,US,MHT,CLT,737,N
22917,c-7,c-31,c-7,1504,OO,MRY,SFO,77,Y
22918,c-5,c-20,c-6,1346,NW,DTW,LAN,74,N
22919,c-5,c-31,c-3,1737,XE,IAH,LRD,301,N
22920,c-4,c-17,c-7,557,UA,LGA,ORD,733,N
22921,c-7,c-29,c-5,703,DL,LAX,CVG,1900,N
22922,c-11,c-20,c-1,1633,AA,LGA,ORD,733,N
22923,c-2,c-6,c-1,2112,MQ,DFW,CLL,164,N
22924,c-8,c-1,c-1,716,DL,EWR,MCO,938,N
22925,c-2,c-3,c-4,950,OO,HLN,SLC,402,N
22926,c-5,c-2,c-1,1730,WN,DAL,HOU,239,N
22927,c-9,c-21,c-4,555,EV,CRW,ATL,363,N
22928,c-11,c-23,c-4,2023,US,CLT,IAD,321,Y
22929,c-10,c-30,c-1,1409,UA,SAT,DEN,794,N
22930,c-3,c-10,c-5,629,CO,EWR,ATL,745,N
22931,c-9,c-26,c-2,728,OO,MKE,ORD,67,N
22932,c-11,c-5,c-6,1130,WN,PDX,OAK,543,N
22933,c-5,c-17,c-3,1015,YV,PHX,MRY,598,N
22934,c-2,c-17,c-4,1704,US,TPA,CLT,508,N
22935,c-3,c-3,c-4,555,OO,HLN,SLC,402,N
22936,c-11,c-14,c-2,1419,B6,RSW,JFK,1074,Y
22937,c-6,c-18,c-7,1300,WN,BWI,MDW,611,Y
22938,c-9,c-5,c-1,2250,FL,ATL,PHF,508,N
22939,c-7,c-18,c-2,1312,DL,RNO,SLC,422,N
22940,c-5,c-25,c-3,1822,OO,BIS,DEN,517,N
22941,c-3,c-9,c-4,1113,XE,HRL,IAH,295,N
22942,c-2,c-26,c-6,1950,OH,RIC,CVG,413,N
22943,c-3,c-14,c-1,1225,OO,ELP,SLC,693,N
22944,c-6,c-15,c-3,1107,MQ,BMI,ORD,116,N
22945,c-1,c-22,c-6,1430,NW,MEM,MCI,392,N
22946,c-8,c-8,c-2,1912,WN,AUS,PHX,872,N
22947,c-4,c-1,c-6,1938,NW,MSP,FLL,1487,N
22948,c-12,c-29,c-4,735,NW,DTW,TPA,983,Y
22949,c-6,c-18,c-7,845,OO,DEN,CPR,230,N
22950,c-7,c-22,c-5,727,UA,MCO,IAD,758,N
22951,c-11,c-3,c-4,1415,EV,CHA,CVG,278,N
22952,c-7,c-1,c-6,1812,DL,TPA,LGA,1011,N
22953,c-4,c-6,c-4,1921,US,PHX,PDX,1009,N
22954,c-4,c-25,c-2,2005,OO,DEN,COS,72,N
22955,c-1,c-17,c-2,849,DL,ATL,SJU,1547,Y
22956,c-10,c-26,c-3,1232,HP,SNA,PHX,338,N
22957,c-8,c-9,c-2,720,DL,CVG,BOS,752,N
22958,c-10,c-16,c-1,623,AA,TUS,ORD,1437,N
22959,c-8,c-5,c-6,1825,FL,BWI,DFW,1217,N
22960,c-7,c-22,c-6,1329,WN,HOU,MCO,848,N
22961,c-2,c-8,c-2,1600,MQ,ORD,MLI,139,N
22962,c-12,c-13,c-3,1807,AA,AUS,DFW,190,N
22963,c-7,c-10,c-7,1029,CO,IAH,LGA,1416,N
22964,c-1,c-20,c-4,2010,US,CLT,EWR,529,N
22965,c-2,c-2,c-3,735,WN,LAS,OAK,407,N
22966,c-8,c-9,c-2,1200,CO,DTW,IAH,1076,N
22967,c-7,c-16,c-7,745,CO,IAH,LAX,1379,N
22968,c-7,c-31,c-1,1105,OO,SFO,RDD,199,Y
22969,c-4,c-16,c-7,1740,EV,AEX,ATL,500,N
22970,c-2,c-20,c-7,2140,US,DCA,ROC,296,Y
22971,c-6,c-20,c-1,1410,WN,LAS,SAT,1069,N
22972,c-6,c-24,c-6,1926,MQ,DFW,LBB,282,N
22973,c-4,c-24,c-1,649,OO,MSN,DEN,826,Y
22974,c-11,c-26,c-6,1026,OO,RNO,SFO,192,N
22975,c-7,c-20,c-4,850,UA,MSP,ORD,334,Y
22976,c-9,c-30,c-6,1554,CO,IAH,LAX,1379,N
22977,c-10,c-31,c-1,1250,OH,DCA,BOS,399,N
22978,c-4,c-16,c-7,1244,OO,CHS,ORD,760,N
22979,c-8,c-25,c-5,840,WN,PBI,PHL,951,N
22980,c-6,c-30,c-4,1827,NW,MEM,CMH,518,N
22981,c-9,c-19,c-1,1358,MQ,RDU,LGA,431,N
22982,c-8,c-16,c-2,1949,NW,MSP,CID,221,Y
22983,c-6,c-27,c-1,919,UA,EWR,ORD,719,N
22984,c-7,c-31,c-7,2009,F9,DEN,MDW,895,Y
22985,c-2,c-14,c-2,628,DL,LGA,DCA,214,N
22986,c-3,c-19,c-6,1053,DL,FLL,BOS,1237,N
22987,c-7,c-26,c-2,1326,US,PHL,CLT,448,Y
22988,c-3,c-20,c-7,1903,XE,XNA,EWR,1130,Y
22989,c-3,c-21,c-1,842,DL,BDL,ATL,859,N
22990,c-10,c-8,c-7,745,UA,SMF,IAD,2358,N
22991,c-2,c-1,c-3,550,UA,PDX,DEN,992,N
22992,c-12,c-21,c-4,805,B6,JFK,HOU,1428,N
22993,c-2,c-19,c-6,622,EV,ILM,ATL,377,N
22994,c-6,c-24,c-5,1555,FL,ATL,IAD,533,N
22995,c-12,c-3,c-6,1027,OO,RNO,SFO,192,N
22996,c-8,c-29,c-1,815,DL,ATL,BWI,576,N
22997,c-7,c-29,c-6,1235,DL,ATL,JFK,760,N
22998,c-12,c-21,c-3,632,US,BTV,DCA,437,N
22999,c-2,c-24,c-5,1907,UA,SFO,HNL,2398,N
23000,c-10,c-19,c-3,2010,WN,MDW,STL,251,N
23001,c-12,c-20,c-3,850,UA,SFO,BOS,2704,N
23002,c-11,c-5,c-6,2219,DL,SAN,ATL,1891,N
23003,c-8,c-20,c-7,1157,EV,MDT,ATL,619,Y
23004,c-7,c-27,c-4,1832,WN,BDL,BWI,283,Y
23005,c-3,c-30,c-4,1855,OH,CMH,LGA,478,N
23006,c-10,c-25,c-2,816,NW,MBS,DTW,98,N
23007,c-5,c-31,c-2,1525,WN,TPA,SDF,727,N
23008,c-8,c-14,c-7,1810,OO,LAX,SAN,109,Y
23009,c-2,c-5,c-6,951,US,DCA,PIT,205,N
23010,c-2,c-1,c-3,1428,US,STL,PHX,1262,N
23011,c-3,c-25,c-5,1552,HA,HNL,ITO,216,N
23012,c-8,c-10,c-3,825,EV,ATL,PHF,508,N
23013,c-2,c-17,c-5,1231,UA,DEN,MCO,1545,N
23014,c-7,c-5,c-3,717,WN,PHX,LAX,370,N
23015,c-3,c-30,c-4,830,WN,DAL,HOU,239,N
23016,c-10,c-4,c-3,2006,OO,PDX,MFR,222,N
23017,c-8,c-20,c-7,1806,UA,LAX,DEN,862,N
23018,c-3,c-16,c-3,2152,UA,OGG,LAX,2486,N
23019,c-3,c-11,c-6,1648,B6,BUR,JFK,2465,Y
23020,c-3,c-25,c-5,900,OH,CVG,PIT,256,N
23021,c-10,c-21,c-6,1733,UA,ORD,MCI,403,Y
23022,c-4,c-6,c-4,1625,MQ,LBB,DFW,282,Y
23023,c-1,c-10,c-1,1924,DL,CVG,SLC,1449,N
23024,c-9,c-25,c-7,612,DL,ONT,SLC,558,N
23025,c-10,c-7,c-6,2020,WN,LAS,BUR,223,N
23026,c-7,c-21,c-4,1838,UA,DEN,PHL,1557,N
23027,c-9,c-6,c-2,1946,AA,DFW,MSP,852,N
23028,c-11,c-21,c-2,1025,OO,SLC,GTF,463,N
23029,c-1,c-31,c-1,1925,NW,DTW,MKE,238,N
23030,c-2,c-13,c-1,642,XE,SHV,IAH,192,N
23031,c-3,c-15,c-2,657,AA,ORD,LGA,733,N
23032,c-1,c-1,c-6,1531,DL,ATL,SDF,321,N
23033,c-6,c-25,c-7,557,DL,BDL,ATL,859,N
23034,c-5,c-16,c-1,917,MQ,SAN,LAX,109,Y
23035,c-8,c-11,c-5,1731,XE,MDT,CLE,280,N
23036,c-1,c-9,c-1,1814,NW,DFW,DTW,987,Y
23037,c-5,c-13,c-5,1321,CO,BOS,IAH,1597,N
23038,c-9,c-11,c-7,1808,NW,FSD,MSP,197,N
23039,c-6,c-3,c-6,1851,DL,JFK,SJU,1597,Y
23040,c-9,c-7,c-4,755,EV,MKE,SLC,1246,N
23041,c-11,c-20,c-1,1811,DL,ATL,SFO,2139,Y
23042,c-9,c-5,c-2,1748,B6,JFK,IAD,228,N
23043,c-2,c-19,c-7,1649,YV,IAD,MCI,926,N
23044,c-10,c-30,c-7,1238,WN,BWI,STL,737,Y
23045,c-3,c-1,c-2,1543,XE,DCA,EWR,199,Y
23046,c-7,c-5,c-3,943,MQ,GRB,ORD,174,N
23047,c-11,c-27,c-7,1625,WN,LAS,RNO,345,Y
23048,c-3,c-4,c-6,1230,OO,DEN,SGF,637,N
23049,c-4,c-24,c-1,1420,WN,BWI,RDU,255,N
23050,c-1,c-20,c-4,1537,AA,SJU,MIA,1045,N
23051,c-6,c-19,c-1,1940,YV,STL,CLT,575,Y
23052,c-12,c-31,c-6,2149,US,CLT,BDL,644,Y
23053,c-7,c-12,c-2,805,OO,ORD,XNA,522,N
23054,c-3,c-12,c-7,802,OO,LAX,ONT,47,N
23055,c-3,c-14,c-2,1603,DL,CLE,CVG,221,N
23056,c-10,c-16,c-1,1235,OO,RDM,PDX,116,Y
23057,c-10,c-22,c-6,1254,HP,LAS,PHX,256,N
23058,c-1,c-28,c-6,555,YV,DEN,PHX,602,N
23059,c-10,c-29,c-6,803,US,MCO,PIT,834,N
23060,c-2,c-15,c-3,2128,DL,ATL,RDU,356,N
23061,c-2,c-13,c-7,1059,AA,DFW,IAH,224,Y
23062,c-3,c-6,c-1,1148,XE,BTR,EWR,1182,N
23063,c-5,c-7,c-7,2042,MQ,SAN,LAX,109,N
23064,c-4,c-9,c-7,1849,XE,CLE,BTV,489,N
23065,c-6,c-9,c-5,813,CO,SNA,IAH,1347,N
23066,c-6,c-10,c-5,2034,AS,FAI,ANC,261,Y
23067,c-9,c-10,c-6,1848,XE,IAH,PNS,489,N
23068,c-1,c-14,c-5,1620,AA,MCO,SJU,1189,Y
23069,c-6,c-30,c-4,1745,B6,OAK,LGB,353,Y
23070,c-3,c-28,c-1,1052,FL,ATL,LAX,1946,Y
23071,c-1,c-14,c-5,900,OH,CVG,DTW,229,N
23072,c-12,c-19,c-1,832,US,PHL,BOS,280,N
23073,c-10,c-15,c-7,902,OO,COS,SLC,410,N
23074,c-4,c-5,c-3,1407,NW,MEM,VPS,369,N
23075,c-2,c-23,c-3,1818,US,MCO,DCA,759,N
23076,c-8,c-31,c-3,706,HP,PHX,SJC,621,N
23077,c-6,c-9,c-5,1230,EV,ATL,BTR,449,Y
23078,c-11,c-6,c-1,1117,WN,MCO,ALB,1073,N
23079,c-7,c-7,c-5,2041,B6,FLL,JFK,1069,N
23080,c-9,c-4,c-7,1339,DL,FLL,JFK,1069,N
23081,c-9,c-16,c-5,2025,WN,FLL,TPA,197,Y
23082,c-2,c-28,c-1,1259,US,MCO,PIT,834,Y
23083,c-12,c-28,c-4,1650,WN,STL,BWI,737,Y
23084,c-12,c-4,c-1,1925,YV,HNL,LIH,102,N
23085,c-11,c-21,c-2,1158,AA,SAN,STL,1558,N
23086,c-7,c-29,c-6,1246,AS,SJC,PDX,569,N
23087,c-3,c-16,c-4,1040,WN,PDX,OAK,543,N
23088,c-4,c-3,c-1,709,DL,EWR,SLC,1968,N
23089,c-12,c-19,c-1,1835,WN,LAX,LAS,236,N
23090,c-12,c-10,c-7,2143,UA,ORD,BWI,622,N
23091,c-4,c-20,c-3,1912,DL,MCO,JFK,944,N
23092,c-3,c-11,c-5,2006,OH,DCA,CVG,411,N
23093,c-1,c-5,c-3,2017,HP,PHX,ORD,1440,Y
23094,c-6,c-15,c-3,2119,UA,ORD,BDL,783,N
23095,c-11,c-7,c-2,1058,FL,PHF,FLL,792,N
23096,c-6,c-4,c-6,950,CO,CLE,IAH,1091,N
23097,c-9,c-6,c-3,839,WN,ONT,BNA,1751,N
23098,c-8,c-20,c-6,1451,HA,HNL,KOA,163,N
23099,c-3,c-2,c-3,1329,AA,ORD,PVD,849,N
23100,c-5,c-2,c-1,1814,HP,SMF,PHX,647,N
23101,c-7,c-3,c-1,806,XE,EWR,PVD,160,N
23102,c-5,c-26,c-4,1544,WN,SAN,TUS,367,N
23103,c-4,c-12,c-2,1907,CO,BOS,EWR,200,N
23104,c-9,c-6,c-3,1411,DL,IAH,ATL,689,N
23105,c-5,c-4,c-3,1757,US,BNA,CLT,329,N
23106,c-3,c-3,c-4,1342,OO,SLC,HLN,402,N
23107,c-5,c-31,c-3,1111,OO,MKE,ORD,67,N
23108,c-9,c-18,c-1,600,WN,SEA,BOI,399,N
23109,c-4,c-4,c-2,1816,AA,DFW,SAN,1171,N
23110,c-2,c-6,c-1,657,FL,BOS,MDW,861,N
23111,c-2,c-5,c-7,1914,OO,SEA,PDX,129,N
23112,c-4,c-12,c-3,1334,AQ,HNL,OAK,2409,N
23113,c-6,c-25,c-7,958,EV,MEM,ATL,332,N
23114,c-2,c-26,c-7,600,B6,BQN,JFK,1576,N
23115,c-5,c-15,c-1,801,US,PVD,CLT,683,N
23116,c-4,c-29,c-5,1116,OH,CAE,MCO,380,N
23117,c-5,c-31,c-2,2210,WN,SMF,ONT,389,N
23118,c-8,c-3,c-4,1010,MQ,ORD,DSM,299,Y
23119,c-1,c-27,c-5,1828,WN,HOU,DAL,239,N
23120,c-11,c-22,c-3,1858,US,BOS,LGA,185,N
23121,c-12,c-15,c-4,131,CO,IAH,SEA,1874,Y
23122,c-2,c-6,c-1,945,WN,FLL,ISP,1093,N
23123,c-10,c-5,c-4,829,US,PVD,CLT,683,Y
23124,c-6,c-18,c-7,1610,AA,BOS,ORD,867,N
23125,c-12,c-27,c-2,1418,AA,DFW,AUS,190,N
23126,c-10,c-15,c-7,500,NW,GFK,MSP,284,N
23127,c-5,c-24,c-2,809,DH,IAD,BNA,542,N
23128,c-5,c-1,c-7,743,DL,CAE,ATL,191,N
23129,c-12,c-21,c-3,645,XE,RIC,CLE,362,N
23130,c-4,c-25,c-2,557,UA,BOS,ORD,867,N
23131,c-2,c-14,c-1,2229,NW,SEA,DTW,1927,N
23132,c-5,c-9,c-2,812,HA,HNL,LIH,102,N
23133,c-12,c-12,c-2,953,DL,SLC,JFK,1989,N
23134,c-6,c-8,c-4,1925,NW,DTW,SAN,1957,N
23135,c-3,c-27,c-7,1923,AA,LAX,EGE,748,N
23136,c-3,c-6,c-1,1517,XE,CLE,MDW,307,N
23137,c-5,c-8,c-7,1708,DL,BOS,PBI,1197,N
23138,c-8,c-18,c-5,1056,WN,BUR,LAS,223,N
23139,c-4,c-3,c-7,1031,DL,DCA,LGA,214,N
23140,c-7,c-22,c-6,1007,YV,PHX,FAT,493,N
23141,c-4,c-8,c-6,1018,NW,MSP,MCO,1310,N
23142,c-9,c-29,c-4,528,OH,CID,CVG,419,N
23143,c-4,c-16,c-6,1555,AS,ANC,CDV,160,Y
23144,c-9,c-2,c-5,1955,US,DCA,LGA,214,N
23145,c-6,c-1,c-3,1219,OO,BUR,SFO,326,N
23146,c-4,c-14,c-4,1757,EV,AUS,SLC,1085,N
23147,c-12,c-10,c-6,2041,OO,SLC,PIH,150,N
23148,c-10,c-23,c-7,1215,WN,SAT,LAX,1210,Y
23149,c-2,c-5,c-6,1552,NW,MIA,MEM,860,N
23150,c-8,c-13,c-6,757,NW,DEN,DTW,1123,N
23151,c-10,c-2,c-1,736,AA,DFW,SNA,1205,N
23152,c-11,c-11,c-6,1404,OO,ONT,LAX,47,N
23153,c-6,c-25,c-7,640,WN,PHX,BWI,1999,N
23154,c-10,c-8,c-7,1834,AA,ORD,ATL,606,N
23155,c-9,c-17,c-7,750,MQ,SAN,LAX,109,N
23156,c-11,c-2,c-3,1040,MQ,CRP,DFW,354,N
23157,c-10,c-14,c-5,1548,CO,IAH,ORD,925,N
23158,c-5,c-10,c-3,706,MQ,ORD,IAD,589,N
23159,c-12,c-8,c-5,832,WN,MDW,RSW,1105,N
23160,c-1,c-21,c-5,725,WN,STL,MCO,880,N
23161,c-8,c-7,c-1,655,WN,MDW,OMA,423,N
23162,c-9,c-20,c-3,604,DL,TUS,ATL,1541,N
23163,c-11,c-6,c-1,1609,YV,LAN,ORD,179,Y
23164,c-9,c-9,c-6,906,UA,AUS,DEN,775,N
23165,c-11,c-13,c-7,1710,WN,BUR,SJC,296,N
23166,c-2,c-10,c-5,1600,WN,RNO,LAS,345,Y
23167,c-7,c-26,c-3,652,AA,ELP,DFW,551,N
23168,c-12,c-29,c-5,2003,WN,OAK,LAS,407,Y
23169,c-3,c-11,c-5,1720,CO,EWR,RSW,1068,Y
23170,c-3,c-24,c-5,1954,CO,IAH,SFO,1635,Y
23171,c-11,c-24,c-5,1522,F9,DEN,OMA,472,N
23172,c-4,c-13,c-4,1210,B6,PBI,BOS,1197,N
23173,c-10,c-12,c-3,905,MQ,DFW,LEX,785,N
23174,c-7,c-19,c-2,840,OO,SFO,MOD,78,N
23175,c-6,c-29,c-3,2020,HP,OAK,LAS,407,N
23176,c-2,c-17,c-4,2128,DL,ATL,MHT,952,N
23177,c-6,c-18,c-7,1802,US,SJU,PHL,1576,N
23178,c-7,c-30,c-6,1336,DL,BUF,ATL,712,N
23179,c-9,c-21,c-3,1921,AA,ORD,SEA,1721,N
23180,c-4,c-13,c-4,1807,AA,DFW,SAT,247,N
23181,c-5,c-9,c-1,1655,WN,BWI,ISP,220,N
23182,c-8,c-27,c-6,950,OH,CVG,BTV,702,N
23183,c-12,c-9,c-5,1305,DL,ATL,LAX,1946,N
23184,c-4,c-30,c-6,1310,EV,MHT,CVG,741,N
23185,c-11,c-29,c-3,725,EV,MYR,ATL,317,N
23186,c-2,c-11,c-6,1443,UA,BWI,ORD,622,N
23187,c-3,c-24,c-5,1418,WN,MCI,MDW,405,Y
23188,c-11,c-8,c-2,1038,OH,FNT,CVG,275,N
23189,c-10,c-2,c-1,1410,WN,LAS,LAX,236,Y
23190,c-4,c-6,c-3,1028,NW,LAX,DTW,1979,N
23191,c-1,c-5,c-4,2210,WN,PHX,ONT,325,N
23192,c-10,c-6,c-5,1757,DL,ATL,LAX,1946,N
23193,c-8,c-23,c-3,1607,US,LAS,EWR,2227,N
23194,c-9,c-17,c-7,1621,YV,GSO,IAD,239,N
23195,c-5,c-6,c-6,1900,NW,IND,MSP,503,N
23196,c-4,c-7,c-5,1913,OH,ROA,CVG,282,Y
23197,c-5,c-4,c-3,1235,OO,PDX,SEA,129,N
23198,c-3,c-29,c-3,803,US,PHL,ORD,678,N
23199,c-2,c-14,c-2,842,NW,STL,MSP,449,N
23200,c-1,c-14,c-5,1600,OH,TYS,CVG,226,N
23201,c-2,c-17,c-4,1839,OO,TUL,DEN,541,N
23202,c-7,c-20,c-4,1840,DL,CVG,PDX,1975,Y
23203,c-6,c-21,c-2,1439,OO,DEN,MCI,533,N
23204,c-3,c-23,c-3,1447,AA,DFW,RDU,1062,N
23205,c-6,c-17,c-5,929,OO,SLC,PHX,507,N
23206,c-3,c-7,c-1,1303,NW,MSP,JAX,1174,N
23207,c-3,c-20,c-1,1602,YV,PHX,TUS,110,N
23208,c-4,c-28,c-5,2156,US,CLT,BWI,361,Y
23209,c-4,c-4,c-2,1638,OH,CVG,BNA,230,N
23210,c-4,c-9,c-6,905,HP,PHX,CLE,1737,N
23211,c-4,c-4,c-2,1450,AS,SEA,OAK,671,Y
23212,c-6,c-23,c-5,1744,YV,GJT,DEN,212,N
23213,c-7,c-28,c-5,756,AA,HNL,LAX,2556,N
23214,c-6,c-18,c-7,1236,OO,MTJ,DEN,197,N
23215,c-11,c-27,c-1,1233,YV,IAD,JFK,228,N
23216,c-12,c-30,c-5,1810,DL,DCA,ATL,547,N
23217,c-10,c-4,c-3,1445,OH,LGA,SAV,722,N
23218,c-6,c-14,c-2,1451,DH,IAD,PWM,494,N
23219,c-7,c-3,c-1,1945,OH,ATL,CAK,528,N
23220,c-2,c-20,c-7,645,UA,ORD,MCO,1005,N
23221,c-1,c-30,c-1,1945,OH,BOS,GSO,645,N
23222,c-1,c-8,c-7,2146,DL,ATL,MCI,692,N
23223,c-6,c-23,c-5,2121,AQ,SNA,RNO,415,N
23224,c-12,c-19,c-1,1842,HP,LAX,LAS,236,N
23225,c-12,c-29,c-4,2205,UA,ORD,MCO,1005,Y
23226,c-8,c-9,c-3,1531,MQ,DCA,BNA,562,N
23227,c-10,c-7,c-6,1020,YV,IAD,EWR,213,N
23228,c-6,c-5,c-7,2018,MQ,LAX,FAT,209,N
23229,c-6,c-20,c-2,2111,WN,SAT,ELP,496,N
23230,c-5,c-13,c-6,1758,UA,SFO,PHX,651,N
23231,c-3,c-4,c-6,1751,MQ,DFW,SPS,113,N
23232,c-12,c-14,c-3,1154,AA,DFW,DEN,641,N
23233,c-5,c-21,c-6,1447,HP,DFW,PHX,868,N
23234,c-5,c-28,c-6,901,MQ,DFW,JAN,408,N
23235,c-12,c-23,c-5,1224,NW,DTW,IND,231,N
23236,c-5,c-4,c-4,1616,XE,GPT,IAH,376,Y
23237,c-3,c-10,c-4,102,AS,SFO,PSP,421,Y
23238,c-11,c-22,c-3,834,US,DCA,MCO,759,N
23239,c-3,c-24,c-4,2207,NW,MSP,GRB,252,N
23240,c-9,c-22,c-4,1500,WN,CLE,STL,487,N
23241,c-3,c-11,c-5,1444,UA,PHL,ORD,678,N
23242,c-1,c-10,c-1,1851,FL,TPA,ATL,406,N
23243,c-9,c-1,c-4,1332,HP,PHX,LAS,256,N
23244,c-1,c-9,c-1,1223,XE,MKE,CLE,328,N
23245,c-5,c-1,c-7,2006,OO,ORD,FSD,462,N
23246,c-12,c-11,c-1,10,AA,SMF,DFW,1431,N
